F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Class
2,-41.13,1.72,224.04,-10.22,-8.66,-3.66,16.12,3.2,-1.38,-10.5,1,-64.53,7.92,-7.15,True
2,-37.29,1.28,290.04,-10.3,-9.11,-5.66,15.94,1.94,-1.05,-15.06,9,-47.53,8.52,,False
2,-38.19,1.46,245.04,-12.27,-9.81,-5.66,15,2.86,5.34,-9.33,1,-54.53,9.92,-5.38,False
20,-21.99,17.3,329.04,-5.57,-4.62,-18.66,26.64,14.2,-14.76,-12.21,305,-104.53,-1.8,-5.63,False
2,-36.66,1.04,185.04,-13.03,-9.27,-7.66,15.16,1.36,-0.57,-10.59,1,-45.53,11.74,,True
2,-33.78,1.78,179.04,-10.55,-9.09,-5.66,16.38,3.44,-0.57,-11.07,48,-38.53,11.7,-7.88,True
20,-20.04,18,494.04,-6.22,-3.97,-18.66,27.24,17.3,-16.2,-11.19,150,-109.53,1.34,,True
2,-38.82,1.94,215.04,-10.37,-12.47,-7.66,15.42,3.8,3.27,-11.19,46,-52.53,7.36,-6.59,False
20,-28.53,12.2,779.04,-10.93,-6.23,-18.66,26.74,27,-9.33,-9.99,140,-14.53,3.92,-4.61,False
0,-34.59,1.58,209.04,-10.65,-9.44,-3.66,16.64,4.08,-0.18,-11.16,20,-70.53,6.26,,True
20,-22.35,19.2,389.04,-5.38,-3.88,-18.66,26.04,13.9,-11.94,-7.8,110,-19.53,-2.2,-7.69,True
20,-22.17,14.9,584.04,-6.99,-4.3,-18.66,31.14,12.2,-14.28,-11.19,135,-119.53,-3.06,-5.84,True
2,-36.6,1.06,167.04,-11.17,-9.78,-3.66,16.7,3.22,0.48,-11.34,74,-70.53,6.8,,True
2,-35.01,0.16,281.04,-10.77,-9.15,-7.66,16.1,0.62,-0.99,-9.6,7,-47.53,7.6,,False
20,-19.92,14.8,764.04,-6.24,-4.37,-18.66,30.44,14.5,-13.11,-9.12,130,-64.53,-0.12,-6.77,True
20,-25.47,13.8,764.04,-7.09,-6.65,-18.66,25.44,22.7,-6.27,-19.32,305,-134.53,2.3,-4.7,False
2,-42.03,1.46,215.04,-10.05,-9.57,-5.66,16.1,0.3,-1.23,-11.94,33,-53.53,8.26,-6.44,True
2,-44.13,0.78,266.04,-11.22,-8.87,-3.66,15.8,2.7,0.51,-11.7,11,-65.53,11.7,,False
2,-35.4,0.84,173.04,-11.1,-12.13,-3.66,15.84,2.06,0.75,-15.36,9,-66.53,13.12,-4.64,False
20,-29.07,14.2,734.04,-7.28,-6.5,-18.66,24.44,14.9,-0.78,-6.27,165,10.47,5.34,-4.25,False
20,-21.57,13.6,689.04,-6.67,-6.83,-8.66,29.24,21.1,-13.92,-12.24,45,-139.53,-0.18,-5.04,False
2,-39.18,0.42,215.04,-12.8,-9.15,-5.66,15.74,3.08,-0.81,-13.74,8,-76.53,8.58,,False
20,-22.02,17,779.04,-9.1,-4.07,-8.66,29.34,29.8,-16.05,-13.5,385,-59.53,-0.82,-5.28,False
20,-33.03,10.1,629.04,-8.3,-6.9,-18.66,25.44,15.5,-8.25,-9.15,170,40.47,13.48,,False
0,-34.47,0.44,206.04,-10.34,-8.78,-3.66,16.36,0.12,-0.72,-10.98,2,-69.53,15.72,,True
20,-25.53,16.7,434.04,-6.64,-4.07,-8.66,32.74,13.9,-16.5,-11.34,195,-64.53,-2.24,,True
2,-36.48,1.88,209.04,-13.47,-9.69,-5.66,15.82,2.7,11.43,-11.13,21,-46.53,7.02,,True
20,-21.09,19.8,434.04,-5.09,-5.68,-8.66,26.64,10.4,-13.68,-12.36,130,-69.53,-2.76,-6.49,True
2,-38.88,2.04,206.04,-10.61,-9.43,-5.66,15.54,1.06,2.61,-11.16,7,-57.53,11.66,,False
2,-34.86,0.44,257.04,-10.75,-9.42,-5.66,16.52,3.02,2.4,-17.76,7,-64.53,8.76,,False
2,-39.63,1.88,272.04,-10.12,-8.81,-7.66,16,1.52,3.42,-16.08,16,-46.53,9.18,-6.14,True
2,-40.44,1.34,209.04,-11.27,-9.7,-7.66,15.62,1.84,17.1,-10.92,28,-46.53,7.34,,False
2,-37.11,0.42,275.04,-10.8,-9.22,-5.66,16.74,3.44,2.04,-11.88,43,-47.53,9.26,,False
20,-30.33,13,779.04,-9.58,-7.12,-8.66,25.54,29.7,-2.82,-6.9,40,-94.53,5.34,-6.09,False
20,-20.34,13.4,194.04,-5.09,-3.73,-8.66,34.44,19.6,-10.17,-15.33,300,-124.53,-3.64,,True
2,-45.6,1.68,212.04,-10.62,-8.67,-5.66,16.16,0.56,-2.07,-11.4,5,-74.53,7.14,-6.6,True
2,-38.91,0.62,287.04,-12.9,-9.41,-5.66,15.2,3.44,4.98,-8.79,1,-39.53,8.84,-6.04,True
2,-36.33,1.62,275.04,-10.39,-10.21,-7.66,15,3.46,-0.15,-10.83,8,-51.53,7.36,,True
20,-23.34,14.5,749.04,-6.92,-5.01,-18.66,27.04,25.6,-3.15,-5.25,140,-4.53,0.46,-5.1,False
2,-38.79,0.84,203.04,-10.8,-9.3,-4.66,16,1.5,1.5,-10.98,0,-55.53,7.48,,False
2,-35.34,1.56,272.04,-10.19,-9.22,-3.66,16.06,3.46,-1.68,-11.46,13,-69.53,7.9,-6.65,False
2,-35.67,1.06,284.04,-12.9,-10.9,-5.66,16.04,3.28,3.36,-12.72,5,-72.53,7.54,-5.92,False
2,-34.8,1.36,194.04,-11.64,-8.87,-5.66,14.98,4.04,0.21,-14.43,8,-68.53,8.2,,False
2,-43.17,1.64,263.04,-12.07,-11.41,-3.66,16.02,1.58,4.29,-11.04,17,-68.53,22.18,,True
2,-40.02,1.58,251.04,-12.29,-8.65,-5.66,16.42,0,1.83,-11.01,29,-60.53,7.02,-6.33,True
2,-38.01,1.88,212.04,-10.03,-9.37,-3.66,15.8,2.6,8.82,-10.71,24,-72.53,10.44,-6.9,True
2,-39.57,1.68,272.04,-11.03,-9.21,-3.66,16.46,0.56,-0.96,-11.76,12,-61.53,8.78,-6.84,True
20,-20.4,10.7,434.04,-5.45,-5.83,-18.66,30.24,12.1,-15.72,-13.8,350,-29.53,-0.74,-5.36,False
2,-39.21,1.62,188.04,-10.4,-9.69,-5.66,16.62,0.6,-0.39,-12.03,33,-42.53,8.02,,True
2,-35.76,1.56,239.04,-10.01,-9.38,-5.66,16.16,2.62,4.38,-11.46,9,-77.53,7.82,,True
2,-35.1,1.84,194.04,-12.97,-8.91,-7.66,15.38,1.44,2.76,-9.96,27,-49.53,8.78,,False
20,-19.74,14.7,599.04,-5.28,-4.74,-18.66,30.14,13.3,-16.35,-17.82,355,-74.53,0.2,,False
2,-36.9,0.86,212.04,-10.32,-8.8,-7.66,15.7,3.22,-0.51,-9.06,22,-45.53,8.48,,True
20,-20.01,11.6,269.04,-5.37,-6.27,-8.66,29.54,24.9,-15.9,-8.37,70,-124.53,2.34,-7.11,True
20,-33.57,10.9,659.04,-8.98,-6.22,-18.66,25.74,26.7,-9.21,-7.35,60,-9.53,2.96,,False
2,-41.55,1.28,275.04,-10.94,-9.61,-7.66,15.66,3.78,1.5,-13.23,6,-41.53,7.92,,True
2,-34.32,0.56,164.04,-13.71,-10.69,-5.66,16.12,2.82,0.3,-16.86,13,-58.53,7.32,-6.94,True
2,-37.11,1.02,266.04,-10.56,-9.82,-7.66,15.72,1.34,0.39,-10.83,18,-50.53,9.32,-5.29,False
20,-29.52,11.3,554.04,-8.23,-4.97,-3.66,27.64,29.2,-10.47,-6.63,5,-69.53,2.66,-5.16,False
2,-36.21,1.74,194.04,-11.79,-10.22,-6.66,16.28,1.04,4.38,-21.87,43,-59.53,7.6,-7.04,True
20,-21.09,16,239.04,-6.05,-4.03,-18.66,27.44,21.5,-14.52,-5.79,150,-49.53,1.8,-6.91,True
20,-20.61,10.1,794.04,-6.69,-5.35,-18.66,32.94,31.4,-13.59,-8.07,290,-119.53,-0.42,-6.99,True
0,-42.51,1.38,206.04,-11.17,-9.62,-7.66,15.62,2.24,-1.02,-12.06,26,-48.53,9.54,,True
2,-46.17,1.18,266.04,-11.29,-9.43,-7.66,14.78,2.86,3.12,-12.78,8,-43.53,7.88,-5.9,True
2,-42.21,1.74,251.04,-13.62,-9.06,-7.66,15.9,2.18,-0.45,-9.66,5,-50.53,6.88,,True
20,-31.98,10.4,329.04,-10.01,-5.77,-8.66,24.94,28.6,-2.25,-17.82,295,-144.53,0.84,,False
0,-34.71,1.08,164.04,-10.02,-8.6,-5.66,16.12,1.28,-0.57,-10.68,7,-58.53,6.4,-6.56,True
20,-19.2,14.6,629.04,-5.52,-3.49,-8.66,34.14,14.2,-17.19,-16.35,200,-164.53,-0.12,,False
20,-20.43,18.6,569.04,-5.75,-4.78,-18.66,28.44,22,-11.43,-12.99,310,15.47,1.36,-6.35,True
20,-27.81,11.8,794.04,-12.46,-7.77,-18.66,24.84,27.9,-2.16,-10.29,40,-89.53,9.92,,False
20,-29.94,12.6,509.04,-6.02,-5.05,-18.66,27.24,27.2,-13.29,-6.51,100,-124.53,2.52,-4.71,False
20,-25.47,12.2,599.04,-7.77,-6.51,-8.66,25.34,26.4,-5.01,-5.91,65,-109.53,2.58,,False
20,-23.4,17.4,539.04,-5.39,-5.21,-8.66,27.24,27.5,-14.52,-15,230,-139.53,-0.4,,False
20,-24.03,13.7,839.04,-6.39,-5.81,-18.66,27.64,15.4,-9.27,-13.74,375,-139.53,0.08,-5.88,False
20,-24.09,19.2,479.04,-4.85,-4.03,-18.66,29.04,18.9,-16.62,-11.7,285,0.47,1.34,-6.92,True
20,-28.26,14.7,689.04,-9.37,-5.72,-8.66,25.84,10.1,-7.32,-15.36,255,-74.53,5.02,-3.62,False
2,-34.17,0.4,218.04,-10.3,-9.28,-7.66,16.42,2.74,9.18,-10.56,74,-43.53,10.08,,False
2,-37.8,0.3,203.04,-11.61,-8.87,-5.66,16.46,3.12,0.63,-11.37,56,-52.53,12.92,-5.58,False
20,-29.34,13.7,824.04,-6.94,-6.14,-18.66,26.14,29,-10.2,-11.28,190,20.47,2.24,-6,False
20,-25.86,14.3,569.04,-8.78,-6.04,-8.66,26.74,25.6,-12.99,-8.61,170,-114.53,3.3,-4.82,False
2,-43.53,1.18,284.04,-10.6,-10.11,-5.66,15.68,3.12,4.35,-13.05,31,-77.53,9.64,,False
20,-23.13,13.8,749.04,-7.87,-6.99,-18.66,27.54,13.1,-7.11,-22.14,150,-139.53,-0.44,-4.95,False
2,-38.25,1.08,197.04,-10.1,-10.61,-7.66,16.8,1.68,-2.43,-9.6,22,-49.53,8.92,,True
2,-38.7,0.6,218.04,-10.22,-9.38,-7.66,15.96,2.28,3.72,-9.6,8,-40.53,8.14,,True
2,-35.4,1.82,182.04,-10.08,-9.95,-5.66,16.2,1.68,11.28,-15.72,52,-73.53,9.26,,True
20,-32.34,16.4,869.04,-6.69,-5.46,-18.66,25.54,19.6,-10.47,-7.92,40,-39.53,1.12,,False
2,-34.47,1.28,221.04,-10.18,-9.39,-7.66,15.64,3.28,0.63,-9.03,10,-50.53,18.92,,True
2,-41.04,1.56,233.04,-10.4,-13.05,-5.66,16.58,1.62,-0.9,-12.63,34,-76.53,9.5,,True
20,-21.3,13.4,839.04,-6.76,-4.34,-8.66,32.74,21,-13.11,-13.26,275,-89.53,-0.86,,False
20,-23.01,12.1,344.04,-6.24,-4.23,-8.66,28.54,13,-10.59,-16.77,350,-129.53,-0.46,-5.26,False
20,-24.75,13.9,614.04,-8.58,-5.48,-8.66,26.94,11.2,-10.68,-12.24,30,-149.53,-0.28,,False
2,-39.06,1.82,239.04,-10.53,-10.68,-3.66,15.68,2.02,3.27,-15.6,15,-66.53,8.2,,False
2,-37.32,1.98,176.04,-10.15,-10.16,-5.66,14.96,1.48,-0.6,-23.25,11,-54.53,7.1,-5.84,False
2,-35.19,2,248.04,-10.02,-10.34,-3.66,16.62,4.06,0.42,-11.64,13,-63.53,12.58,-6.13,True
20,-20.94,19.3,599.04,-5.69,-4.75,-18.66,26.64,28,-14.46,-9.45,270,-109.53,-2.52,,True
20,-24.36,15.1,644.04,-5.64,-5.22,-18.66,28.84,15.9,-15,-13.2,340,-109.53,-2.34,,False
20,-23.31,18.9,839.04,-5.93,-5.08,-8.66,27.04,22.2,-8.91,-14.94,330,-134.53,-0.26,-4.42,False
20,-35.34,10.7,389.04,-10.25,-6.36,-8.66,25.34,19.7,-10.92,-12,100,-79.53,1.2,-4.8,False
20,-26.55,11.2,569.04,-8.73,-6.13,-18.66,24.74,27.7,-0.27,-5.67,135,-29.53,2.92,-5.91,False
2,-35.76,0.94,275.04,-12.44,-11.8,-5.66,15.36,3.36,1.26,-11.52,3,-49.53,7.52,,True
2,-35.88,1.1,239.04,-11.47,-9.46,-7.66,16.58,2.2,5.01,-11.64,22,-52.53,8.8,-6.86,True
2,-35.43,1.78,242.04,-11.55,-10.17,-5.66,15.14,1.96,-0.81,-16.83,20,-51.53,9.3,-6.54,False
2,-41.13,0.64,224.04,-13.5,-9.04,-5.66,15.46,2.84,6.18,-11.22,24,-58.53,7.8,,False
20,-24.72,10.7,464.04,-7.83,-5.05,-18.66,27.24,29,-11.55,-6.54,165,40.47,2.08,,False
20,-22.65,16.8,764.04,-7.88,-4.62,-18.66,26.64,18.9,-13.5,-8.97,280,-74.53,2.18,-4.59,False
2,-38.91,1,236.04,-10.19,-9.95,-5.66,16.34,1.8,3.36,-16.11,56,-48.53,7.44,,True
2,-42.42,0.84,170.04,-10.31,-8.74,-5.66,16.78,3.36,1.44,-16.08,24,-64.53,7.84,,True
2,-36.93,0.62,179.04,-10.93,-9.71,-5.66,15.66,3.4,7.35,-21.84,37,-48.53,7.56,,False
20,-21.6,14.3,254.04,-7.5,-4.37,-8.66,28.94,18.2,-16.62,-8.64,85,-89.53,-2.46,,True
2,-34.71,0.38,182.04,-11.28,-8.87,-5.66,16.14,1.74,-0.45,-9.48,6,-46.53,9.3,-6.64,True
2,-41.37,1.7,218.04,-11.5,-9.44,-5.66,16.04,2.18,0.81,-10.95,4,-38.53,9.02,-6.42,True
20,-26.73,12,494.04,-7.93,-5.89,-18.66,26.54,17.7,-10.41,-12.21,340,-119.53,0.64,,False
20,-19.74,18.9,464.04,-5.88,-4.34,-8.66,26.74,13.7,-11.52,-13.53,345,-139.53,-2.3,,False
20,-26.07,18.6,329.04,-12.28,-4.66,-28.66,25.64,11.8,-13.77,-10.35,295,10.47,-0.46,-6.45,True
2,-37.56,1.32,269.04,-10.7,-10.86,-7.66,15.58,2.48,-0.93,-10.8,22,-48.53,7.92,-5.93,False
2,-45.42,0.96,242.04,-11.98,-9.17,-7.66,16.6,1.78,6.57,-10.59,50,-49.53,8.34,-6.18,True
0,-40.32,0.2,272.04,-11.56,-10.36,-5.66,15.94,0.78,1.68,-14.1,9,-41.53,7.8,,False
2,-34.02,1.9,257.04,-10.06,-13.04,-5.66,16.48,2.52,3.06,-12.18,13,-46.53,8.58,-6.48,True
20,-22.98,17.4,794.04,-6.64,-5.04,-8.66,25.54,19.1,-12.54,-7.83,65,-104.53,-0.4,,False
20,-20.73,10.6,479.04,-5.52,-6.33,-8.66,33.24,11.6,-17.19,-7.41,35,-59.53,-3.22,-7.06,True
20,-21.54,13.9,839.04,-6.65,-5.63,-18.66,29.74,15.4,-10.65,-19.71,360,-24.53,4,-5.42,False
2,-41.58,1.42,188.04,-10.82,-8.75,-5.66,16.26,2.24,-1.35,-12.51,5,-49.53,7.66,,True
20,-21.87,18.1,524.04,-7.13,-4.35,-18.66,25.74,15.7,-10.89,-10.29,55,-9.53,-1.3,-4.94,False
20,-19.89,13.5,644.04,-4.94,-4.15,-13.66,32.84,13.1,-15.6,-14.94,315,-54.53,-3.4,,False
20,-21.84,20.1,404.04,-7.2,-3.26,-8.66,31.74,12.7,-13.35,-15.09,265,-124.53,-2.16,,True
20,-21.87,14,434.04,-5.99,-7.19,-8.66,26.84,15.9,-13.14,-11.25,120,-139.53,0.22,-5.06,False
20,-27.54,11,644.04,-9.45,-7.05,-18.66,25.54,17,-5.49,-8.67,120,-79.53,3.42,,False
2,-34.53,0.78,215.04,-10.3,-12.13,-7.66,15.66,3.48,0.6,-11.19,68,-50.53,7.82,-5.66,False
20,-27.9,10.2,659.04,-7.8,-6.26,-18.66,26.44,15.1,-9.69,-14.4,275,-59.53,1.36,-4.62,False
20,-23.43,15.9,854.04,-9.94,-5.45,-8.66,28.34,22.9,-12.96,-10.35,45,-114.53,0.78,-5.25,False
2,-39.42,1.28,287.04,-13.5,-11.85,-5.66,16.22,0.84,3.54,-16.02,10,-60.53,10.54,,False
20,-25.11,11.9,389.04,-7.22,-5.54,-18.66,25.74,15.2,-11.37,-17.61,95,-149.53,2.24,-5.15,False
2,-35.97,2.12,278.04,-10.18,-10.17,-5.66,15.54,3.4,-1.53,-14.01,25,-63.53,9.2,,False
2,-40.77,0.5,230.04,-11.47,-8.68,-5.66,16.82,3.68,0.84,-9.27,20,-46.53,8.68,,True
2,-35.28,1.76,299.04,-12.18,-8.78,-5.66,15.8,1.52,-0.75,-18.09,12,-45.53,8.56,,False
2,-37.35,1.44,290.04,-10.27,-8.76,-3.66,16.08,3.1,-1.59,-16.14,15,-68.53,8.06,-5.63,False
2,-41.64,1.18,182.04,-10.06,-10.59,-7.66,15.98,0.72,4.8,-15.03,15,-44.53,10.94,,True
2,-40.17,1.78,173.04,-10.21,-9.82,-5.66,15.26,4.08,-1.41,-13.74,4,-60.53,10.66,,True
2,-38.04,1.52,191.04,-10.32,-10.33,-6.66,14.9,0.68,6.12,-9.75,0,-40.53,9.88,,False
2,-35.07,1.26,239.04,-10.44,-8.93,-7.66,16.24,2.14,2.43,-16.89,26,-57.53,11.1,,True
20,-20.55,12.1,359.04,-6.1,-5.85,-18.66,30.14,18.6,-12.09,-9.15,50,-114.53,-2.82,,True
2,-35.07,1.22,272.04,-16.14,-8.97,-5.66,15.74,2.92,5.37,-16.23,9,-49.53,12.04,-5.87,False
2,-39.33,1.62,182.04,-11.08,-9.95,-5.66,16.26,2.64,-1.77,-16.38,58,-68.53,8.84,,True
20,-25.26,12.4,794.04,-7.5,-5.93,-28.66,26.24,17.6,-5.64,-7.92,110,15.47,1.64,,False
2,-34.23,1.42,221.04,-11.06,-8.99,-5.66,15.86,3.26,-1.32,-14.22,17,-77.53,8.12,,False
2,-34.17,1.04,188.04,-10.75,-9.91,-3.66,16.2,1.12,1.35,-12.09,3,-61.53,9.88,-6.72,True
2,-36.78,1.56,287.04,-10.59,-10.07,-7.66,15.52,1.62,0.27,-11.01,29,-58.53,7.68,-6.52,False
2,-35.64,1.44,281.04,-11.72,-9.15,-5.66,16.48,2.96,1.62,-17.52,19,-52.53,8.16,-8.19,True
2,-39.33,1.44,260.04,-9.99,-8.93,-2.66,16.32,1.66,-0.42,-11.88,0,-74.53,7.08,,True
20,-20.52,12.5,269.04,-5.34,-4.37,-8.66,32.54,25.5,-17.82,-13.53,360,-69.53,2.26,,True
20,-24.81,17.2,824.04,-9.48,-5.26,-18.66,25.34,22.8,-12.51,-12.48,215,-59.53,4.98,,False
2,-33.87,1.66,200.04,-14.59,-8.78,-5.66,16.36,3.52,-0.39,-10.44,18,-58.53,9.3,-7.45,True
20,-26.4,16.3,794.04,-6.12,-5.42,-18.66,27.24,10.2,-12.96,-13.56,350,-9.53,0.82,,False
20,-25.59,11.6,629.04,-7.42,-5.21,-8.66,29.44,24.3,-13.05,-15.24,265,-144.53,-1.68,-5.29,False
2,-40.26,1.9,287.04,-10.4,-9.55,-5.66,15.72,2.74,-0.81,-9.9,16,-43.53,7.92,-6.63,True
2,-36.24,1.48,215.04,-11.03,-10.44,-5.66,14.9,1.9,0.51,-12.21,1,-42.53,7.66,,False
2,-35.25,1.96,290.04,-10.02,-9.04,-3.66,16.04,3.1,5.61,-13.53,12,-68.53,11.68,,False
20,-29.67,11.1,599.04,-7.84,-5.22,-8.66,27.34,12.8,-10.83,-9.84,20,-144.53,0.62,-4.33,False
20,-24.78,10.5,329.04,-8.49,-6.28,-18.66,25.04,18.2,-10.89,-14.58,175,-144.53,1.8,-4.46,False
20,-25.59,12.9,734.04,-6.85,-5.78,-18.66,26.14,14.5,-9.33,-8.37,100,-34.53,0.5,-4.5,False
2,-36.09,1.8,290.04,-10.25,-8.9,-7.66,16.16,0.22,-0.33,-12.09,62,-42.53,7.46,-6.86,True
20,-29.01,14.4,719.04,-6.72,-9.33,-8.66,27.24,27.4,-12.54,-12.06,240,-69.53,2.04,-5.56,False
20,-25.77,10.5,764.04,-7.07,-7.36,-8.66,27.24,13.1,-7.83,-13.59,255,-94.53,3.34,-4.19,False
2,-39.42,0.32,164.04,-16.8,-10.17,-7.66,16.34,2.78,9.36,-12.42,2,-48.53,11.62,,True
2,-34.29,1.34,242.04,-10.62,-9.06,-5.66,16.28,0.78,2.73,-10.92,11,-79.53,8.52,-7.05,True
2,-38.04,1.22,218.04,-10.79,-9.42,-5.66,16.54,2.76,4.92,-16.86,53,-43.53,6.8,-6.07,True
20,-26.37,18.2,329.04,-5.53,-4.01,-8.66,27.44,30.5,-16.44,-11.34,255,-144.53,-2.68,,True
2,-35.52,0.08,263.04,-14.62,-9.06,-7.66,16.36,2.64,-1.38,-17.7,48,-52.53,7.14,-5.92,False
2,-36.51,1.36,284.04,-11.4,-11.18,-5.66,15.6,2.4,11.37,-16.86,6,-70.53,11.98,-5.65,False
0,-39.45,0.58,260.04,-12.76,-8.7,-7.66,16.5,2.38,0.48,-13.11,66,-57.53,11.48,-6.18,True
2,-35.97,0.64,173.04,-10.67,-10,-7.66,16.06,1.62,4.29,-10.98,12,-41.53,7.22,-7.39,True
20,-25.74,13.3,839.04,-7.37,-7.46,-28.66,25.74,22.1,-10.38,-5.85,185,-4.53,3.06,-3.85,False
2,-39,1.16,221.04,-11,-10.12,-5.66,16.26,2.82,2.13,-10.53,26,-76.53,6.86,,True
20,-26.13,14.6,404.04,-6.7,-5.64,-28.66,24.34,23.2,-3.39,-6.84,220,-24.53,0.7,,False
20,-26.94,11.1,434.04,-8.53,-5.43,-8.66,26.44,16.4,-11.43,-12.48,350,-139.53,3.36,-4.29,False
20,-20.55,12,269.04,-6.63,-5.34,-13.66,28.04,20.9,-11.85,-5.52,5,-59.53,2.42,-6.39,False
2,-43.65,0.04,197.04,-10.38,-9.98,-5.66,16.3,3.74,-0.6,-11.82,36,-41.53,11.84,,True
2,-34.02,0.44,179.04,-10.08,-8.59,-3.66,16.72,3.28,3.18,-11.79,20,-66.53,7.82,,True
20,-25.95,17.7,794.04,-7.32,-3.96,-8.66,29.54,16.6,-3.3,-13.92,345,-114.53,-1.02,-5.56,False
0,-38.19,1.64,296.04,-11.72,-9.6,-7.66,15.68,3.68,2.67,-9.72,58,-47.53,8.84,-6.27,False
2,-47.01,0.66,182.04,-12.56,-10.67,-5.66,15.88,1.7,11.49,-15.93,16,-55.53,7.62,,False
2,-34.62,1.92,284.04,-10.28,-8.8,-5.66,16.06,1.26,-0.27,-10.14,19,-48.53,12.24,-6.46,False
2,-38.55,0.36,290.04,-13.6,-9.2,-5.66,16.1,0.42,8.22,-11.01,2,-50.53,7.88,-6.22,False
2,-34.83,0.76,239.04,-9.94,-12.8,-5.66,16.82,2.22,1.14,-14.52,54,-46.53,6.9,-5.39,True
20,-26.13,18.5,764.04,-7.01,-4.75,-8.66,27.34,13.9,-7.26,-10.98,55,-109.53,-2.14,-5.4,False
2,-34.35,0.98,206.04,-10.12,-10.54,-5.66,16.44,0.7,-2.04,-12.39,7,-68.53,8.76,-5.49,True
2,-44.04,0.56,206.04,-10.55,-10.58,-5.66,15.94,1.7,2.19,-10.68,10,-74.53,8.78,-5.64,False
2,-36.18,0.96,212.04,-10.81,-10.57,-4.66,16.62,0.24,7.11,-16.38,9,-59.53,14.32,,True
2,-37.11,0.84,230.04,-12.81,-8.87,-4.66,15.44,3.24,1.11,-8.94,0,-41.53,8.52,,True
20,-22.32,11.9,719.04,-5.99,-4.63,-8.66,31.24,17,-14.79,-9.36,75,-129.53,-0.12,,False
2,-36.6,1.66,269.04,-11.7,-8.83,-5.66,15.34,3.04,3.33,-10.17,4,-74.53,8.08,-6.11,False
20,-22.38,14.9,524.04,-7.24,-5.28,-8.66,26.14,24.2,-6.09,-6.54,135,-74.53,-0.82,-5.14,False
20,-21.3,20.5,449.04,-5.4,-4.21,-8.66,28.54,12.1,-12.84,-13.35,50,-119.53,-2.52,-7.43,True
2,-39.93,1.88,281.04,-11.69,-10.54,-7.66,14.76,3.36,13.26,-14.43,41,-49.53,8.68,,False
2,-39.66,0.64,215.04,-10.12,-8.77,-5.66,16.56,2.8,0.18,-10.38,5,-79.53,10.72,-6.27,True
2,-36.45,1.52,248.04,-11.42,-9.22,-3.66,16.74,3.74,2.46,-12,1,-64.53,10.94,,True
20,-26.43,10.1,224.04,-6.05,-7.26,-8.66,26.84,25.6,-13.83,-13.35,85,-89.53,5.06,-4.74,False
2,-35.49,1.38,218.04,-10.65,-8.59,-5.66,16.26,4.16,-1.2,-18.63,12,-58.53,7.4,,True
2,-41.7,1.44,221.04,-10.24,-9.47,-7.66,16.02,3.72,0.06,-11.49,52,-54.53,10.8,-7.34,True
20,-25.71,16.6,599.04,-5.69,-4.97,-8.66,29.04,18,-13.35,-10.35,65,-134.53,2.02,,True
20,-24.21,20.4,719.04,-5.88,-7.61,-18.66,27.24,23.5,-15.09,-11.82,325,-109.53,-1.04,-4.68,False
2,-38.04,1.96,206.04,-10.1,-8.71,-5.66,15.94,1.52,1.08,-16.35,3,-48.53,10.72,,True
2,-37.8,1.4,188.04,-10.19,-9.6,-7.66,16.58,1.04,0.18,-10.35,12,-45.53,7.94,-7.41,True
20,-27.84,16.4,464.04,-7.81,-6.73,-28.66,26.34,15.5,-12.42,-14.43,80,-29.53,-1.5,,False
20,-36.96,19.5,734.04,-5.76,-4.15,-18.66,27.44,21.3,-10.53,-7.38,330,20.47,1.56,,True
2,-34.65,0.74,275.04,-10.11,-12.74,-5.66,16.48,3.88,0.72,-9.03,9,-50.53,7.36,-6.15,True
2,-34.98,1.58,227.04,-10.02,-8.84,-5.66,15.94,0.44,2.25,-13.68,5,-75.53,8.72,,True
20,-26.16,12.2,299.04,-6.62,-5.8,-18.66,24.84,20.4,-12.33,-13.35,95,-114.53,0.18,,False
2,-39.24,1.04,188.04,-10.77,-10.7,-7.66,16.28,3.7,-1.95,-10.08,60,-56.53,12.04,,True
0,-34.56,0.32,200.04,-12.76,-9.37,-5.66,16.22,3.04,-1.53,-14.7,52,-45.53,7.6,,True
2,-35.22,1.08,176.04,-12.3,-12.55,-5.66,15.14,4.18,0.27,-16.11,7,-62.53,7.36,,False
2,-39.63,0.7,191.04,-10.16,-9.41,-5.66,16.38,0.08,-1.5,-12.51,5,-48.53,7.42,-5.32,True
2,-40.38,0.94,206.04,-10.68,-9.66,-7.66,15.94,1.62,-0.9,-10.11,13,-50.53,9.94,-7.08,True
2,-38.52,1.72,218.04,-10.69,-12.21,-7.66,14.84,1.22,0.84,-17.91,19,-46.53,8.16,-5.76,False
20,-18.27,10.5,209.04,-5.28,-3.24,-8.66,34.14,16.9,-17.04,-14.25,255,-64.53,-0.7,-7.52,True
20,-22.2,11.6,809.04,-8.2,-4.23,-18.66,32.24,14.3,-13.92,-11.52,235,-69.53,0.26,-6.01,False
20,-21.72,10.2,419.04,-6.03,-4.74,-18.66,30.84,10.1,-14.1,-8.58,15,-59.53,0.66,,True
2,-34.89,1.32,221.04,-10.65,-9.12,-7.66,16.08,3.66,-1.02,-13.38,6,-41.53,9.96,,True
20,-23.73,17.7,539.04,-5.71,-7.17,-8.66,25.74,13.2,-14.22,-17.61,355,-59.53,0.08,-6.28,False
