F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
112.66,15,0.09,USA,-5.22,998.56,1653.04,-13.02,14,294.52,-439.11,19.77,15.66,2,High,24614.44,3237.56
91.78,12,0,Rest,-16.8,1989.3,1496.58,-7.82,6.52,279.77,-285.78,22.59,18.41,16,Very low,19551.56,57.91
91.99,9,0.39,Europe,-0.15,1250.56,964.04,-12.52,2.14,267.83,-307.05,38.16,21.59,4,Low,-1214.86,1517.22
45.68,6,5.22,Rest,7.29,1691.17,1348.38,-7.4,4.64,281.15,-386.82,7.14,17.69,0,High,21601.74,0
102.52,9,20.64,Europe,-16.47,968.95,948.54,-12.24,3.64,253.66,-411.18,3.99,24.03,12,Very high,13140.24,2388.11
33.79,18,23.82,Europe,1.23,1199.2,1069.68,-6.88,10.04,240.49,-387.03,10.23,23.6,6,Low,20070.46,347.84
87.32,6,0,USA,-4.83,1390.51,1751.48,-11.46,1.24,271.58,-210,5.22,24.65,4,Low,8505.96,0
151.97,18,0.18,USA,-0.54,1478.35,624.98,-6.58,5.96,301.38,-426.21,7.92,18.5,6,Very high,9143.08,1498.98
70.29,21,0.63,Europe,-13.62,1094.28,-253.4,-10.28,5.82,250.08,-201.3,9.09,22.4,14,High,18313.18,1012.83
112.45,6,4.89,UK,-18.39,1336.34,1176.68,-10.22,11.44,218.11,-413.43,15.66,19.98,6,Very low,18824.96,1228.04
66.28,15,19.77,Europe,-28.17,1050.75,176.88,-13.32,8.18,373.39,-327.9,5.49,22.92,10,Low,16274.34,1332.4
117.23,9,4.26,Rest,-6.75,1607.28,701.76,-10.14,7.5,286.85,-526.32,25.92,19.63,10,Very low,17993.58,1309.85
92.21,18,175.74,UK,0.96,1426.3,833.62,-9.16,9.94,259.8,-477.18,25.26,20.62,14,Medium,9526.52,2288.95
118.32,18,4.44,Rest,1.71,1321.12,642.16,-9.03,2.74,291.17,-263.04,9.39,16.65,6,Very high,16107.78,0
98.01,9,7.62,UK,-5.49,1195.66,37.48,-7.63,4.58,146.03,-327.66,7.71,19.31,10,Medium,9416.1,1195.16
37.01,18,4.98,Europe,-11.67,951.85,273.32,-7.24,0.74,281.77,-242.1,7.14,23.55,8,Very low,19167.08,0
127.08,9,0.63,Rest,-0.36,1479.08,765.02,-7.4,6.52,294.22,-205.68,9.21,22.52,14,Very low,14199.16,13.95
89.34,12,0,Rest,-28.71,1456.03,1290.12,-9.77,9.52,251.69,-344.25,8.19,18.16,6,Medium,1281.4,134.48
100.73,12,11.43,USA,-7.38,1545.78,165.52,-15.54,9.76,335.26,-321.75,10.44,20.41,10,Medium,11192.34,2171.7
70.29,18,9.66,UK,-17.52,1349.34,1742.8,-0.82,6.86,297.39,-402.96,9.78,23.49,8,High,19835.9,293.55
22.51,12,421.17,Europe,-21.87,1673.2,1147.16,-9.36,11.44,271.65,-148.08,7.56,27.9,12,Very low,21549.24,0
76.34,6,0.03,Rest,-7.11,1464.21,1118.8,-10.52,13.3,260.53,-367.44,8.91,18.98,4,Very high,1037.82,700.59
80.88,18,7.47,Europe,-7.11,1471.83,1205.5,-8.72,16.92,275.05,-195.66,6.12,20.83,10,Medium,26492.4,0
111.02,6,18.81,USA,0.9,1335.49,1327.04,-10.54,6.5,255.78,-328.77,10.29,17.45,12,Medium,35003.24,1398.09
138.83,3,5.31,Europe,-0.81,1259.72,2168.86,-9.43,8.58,282.71,-418.59,3.78,19.37,8,Very high,16761.62,1524.14
71.91,6,1102.14,Europe,-4.92,1404.54,1007.06,-6.47,4.74,348.69,-410.52,23.61,14.71,6,Medium,17419.36,2177.47
98.84,12,10.05,USA,-15.81,1701.74,895.72,-11.39,3.58,324.19,-358.02,15,18.48,4,High,14039.72,172.21
91.89,12,54.9,USA,-5.4,1424.37,2040.36,-10.9,11.72,555.36,-324.51,7.41,16.58,10,Very high,17423.2,539.15
81.23,12,123.69,Europe,-0.93,1110.93,265.2,-7.73,1.4,209.66,-417.09,10.74,19.71,4,Very high,19843.5,1993.53
147.54,12,35.31,Europe,-5.91,607.14,1288.14,-8.39,1.66,245.74,-429.72,12.69,22,12,High,15254.8,2511.1
99.67,9,66.15,Europe,-3.27,1592.19,1383.1,-12.33,8.4,208.67,-383.4,11.43,21.34,6,High,9979.92,728.66
79.73,9,3.66,USA,6.48,1439,731.28,-8.52,0.86,212.68,-245.55,10.41,21.04,14,Low,15360.88,33.15
96.69,15,126.27,Rest,-5.82,1950.38,513.64,-15.85,4.78,264.59,-236.94,8.73,19.69,4,Low,19163.1,0
44.1,3,0,UK,9.15,1397.94,411.12,-14.88,5.68,355.8,-236.34,11.97,19.49,8,Low,14100.66,579.51
122.93,27,6.96,Rest,-15.84,1292.69,549.1,-3.9,2.9,285.3,-354.21,7.8,28.81,12,Medium,16301.24,40.59
105.52,9,0.87,USA,14.64,699.49,1062.96,-10.94,7.54,232.71,-396.12,18.51,21.54,4,Medium,11329.2,3378.5
124.82,9,909.42,Europe,-16.71,1927.39,798.08,-7.93,5.26,245.4,-416.76,3.12,23.69,14,Very low,14565.64,0
83.47,9,0.3,Europe,-25.23,1566.31,1497.98,-12.7,3.64,301.91,-411.72,10.41,16.59,8,High,10107.32,482.89
100.09,6,87.57,USA,0.99,1051.42,264.04,-4.67,6.64,343.65,-242.07,6,20.11,12,Very low,28933.72,1059.5
63.26,0,5.88,Rest,-14.7,1484.59,548.44,-9.68,1.46,291.94,-299.88,3.48,17.92,12,Low,26318.82,211.74
106.6,21,5.76,Rest,-2.64,1181.65,1960.82,-15.3,6.36,275.59,-325.08,6.93,20.55,0,Very low,32865.96,0
80.7,9,0.45,USA,-7.77,1935.86,868.02,-5.2,3,299.61,-234.12,7.5,24.95,14,Very low,3908.34,0
114.03,9,2.52,UK,-12.96,1294.02,1158.26,-4.56,11.32,317.95,-528.39,7.32,17.42,4,Medium,-10333.82,1613.03
97.21,15,37.77,Rest,-6.21,1324.86,-91.28,-6.8,3.34,287.47,-327.42,5.46,23.69,12,High,16096.16,464.28
105.01,15,89.04,UK,-5.85,1509.39,1828.82,-10.5,4.56,225.08,-298.77,3.75,20.79,8,Low,13896.58,0
107.49,6,1470.48,Europe,4.02,1354.51,1038.22,-8.98,4.24,275.62,-292.38,14.94,22.9,12,Low,15920.06,642.8
101.36,9,5.28,Europe,4.65,1722.6,1264.26,-10.95,3.24,274.43,-202.92,8.31,19.61,20,Low,17053.72,0
125.81,9,0,Europe,-9.54,1425.16,1886.08,-8.26,13.22,304.61,-257.7,15.09,20.83,4,Medium,10153.94,0
113.42,6,376.44,USA,-15.93,1099.67,1127.14,-6.75,3.32,267.94,-275.07,1.71,19.69,8,Very high,-19599.94,305.34
77.49,9,385.56,USA,-20.34,1205.46,-78.6,-8.44,11.94,291.37,-410.04,17.73,19.82,8,Very low,20271.18,3685.93
100.4,9,0.03,USA,2.58,958.07,324.9,-11.83,5.5,268.96,-308.97,2.37,20.65,2,Low,17674.8,223.23
128.84,3,473.73,UK,-13.89,1218.16,256.94,-16.75,13.9,250.91,-350.85,20.16,16.73,4,Very low,22618.8,1893.3
66.64,21,3,UK,-16.8,935.89,577.52,-9.06,6.2,301.1,-304.02,12.15,16.29,16,High,21564.34,1296.1
39.11,9,1.08,Rest,1.92,1607.35,2054.86,-5.84,6.66,256.47,-360.93,10.86,20.74,6,Low,21626.6,0
67.97,15,0.51,UK,-13.2,806.89,639.88,-11.61,24.12,293.25,-320.46,15.15,20.11,6,Medium,13451.5,2359.29
113.41,9,1204.32,Europe,3.75,1557.02,760.16,-12.75,0.54,313.55,-295.83,16.2,15.84,8,Very high,14255.02,362.25
136.15,9,58.56,USA,-4.08,1780.67,2021.22,-9.49,7.4,268.71,-410.64,4.8,20.36,10,Low,13273.94,0
87.29,12,0,UK,-13.05,1831.93,477.32,-14.99,11.58,258.27,-245.55,8.22,19.82,6,Medium,17115.2,44.07
107.69,9,6.81,UK,-13.95,1560.83,763.6,-12.62,5.3,263.7,-341.13,7.62,20.06,10,Very high,17734.18,908.87
62.9,12,0.99,UK,-4.08,1873.17,711.48,-17.45,5.14,274.19,-341.85,14.49,22,6,Very low,10602.62,0
60.78,6,1.59,Europe,-3.96,1050.87,206.44,-8.88,5.26,276.92,-365.28,12.63,21.06,12,Very low,15033.96,2447.35
88.84,15,73.29,UK,4.02,1423.41,1247.46,-8.72,10.6,290.71,-273.33,2.19,19.55,8,High,21895.4,0
4.22,21,3.15,UK,-0.57,1731.57,1451.1,-9.28,8.7,269.96,-277.71,31.47,17.09,8,Very low,12520.32,0
149.62,6,31.26,USA,1.11,1573.33,1457.56,-11.71,4.4,244.55,-226.8,3.72,25.2,6,Very low,19157.78,0
72.46,18,6.12,UK,-14.97,1977.85,215.4,-8.77,2.96,301.51,-197.04,8.19,23.12,8,Very high,16263.94,0
98.58,15,0.09,Rest,-2.97,1765.58,1557.52,-12.66,3.94,327.57,-318.72,10.71,13.97,10,High,1828.36,0
83.81,15,0.96,Rest,-0.36,2085.51,1422.6,-11.39,22.58,286.44,-354.18,14.64,26.72,8,High,15270.44,528.88
107.98,9,1.17,USA,1.86,641.87,1331.02,-11.38,2.22,273.9,-279.39,1.5,20.06,8,Low,19287.48,0
118.66,6,8.58,UK,-0.24,1660.94,1203.3,-6.08,11.44,258.91,-349.62,17.88,18.78,4,Low,16890,688.71
137.86,9,40.62,Rest,-14.52,1480.55,572.22,-6.55,7.84,260.08,-388.56,12.9,24.59,6,Very high,23281.84,789.57
41.36,15,8.49,Europe,-11.88,1644.26,876.12,-14.68,2,259.57,-351.33,13.17,15.93,10,Very high,14623.56,376.83
109.47,12,70.41,Europe,-1.26,1393.76,507.58,-10.5,10.06,269.1,-218.7,12.33,19.28,6,Very low,14207.46,0
97.4,12,6.36,USA,1.74,1325.19,2655.92,-8.27,5.28,359.75,-331.2,4.74,25.87,8,Medium,21091.52,0
124.56,3,16.62,UK,-4.89,1485.14,1380.9,-5.16,28.46,274.86,-229.08,14.49,19.09,8,Very high,23248.54,2165.36
95.51,6,0.09,Europe,-13.77,1424.03,417.44,-13.73,3.24,229.39,-355.17,34.41,20.05,10,High,23377.52,2840.93
72.36,9,341.4,USA,0.72,1801.61,979.52,-9.86,7.56,292.68,-268.41,3.81,20.83,10,High,17744,0
14.88,6,1.86,UK,-16.38,1399.11,594.24,-12.22,3.18,287.26,-541.26,12.18,18.4,4,Very low,12378.24,1321.95
144.96,21,0.15,USA,-16.23,892.61,956.06,-9.85,7.84,311.18,-446.25,4.77,18.5,8,High,15043.9,2306.95
57.8,6,9.66,UK,-6.75,1416.26,1319.04,-16.09,8.74,248.98,-251.52,27.9,22.26,12,Medium,-3543.54,1277.18
48.5,6,4.32,USA,-1.5,1444.39,1310.48,-11.1,2.28,245.76,-312,34.29,19.64,2,High,17034.32,1433.63
70.2,18,6.96,USA,11.13,1484.85,1309.96,-13.83,3.2,206.99,-328.77,4.2,20.18,12,Low,23591.72,0
142.27,12,0.6,UK,-14.7,2051.42,1442.6,-11.11,6.82,332,-275.49,14.16,20.03,12,Low,12556.2,0
121.34,12,0.03,Rest,-14.64,1259.68,1699.2,-13.16,7.14,300.6,-420.63,4.89,14.91,6,Very high,10217.9,312.71
139.55,15,25.59,Europe,-1.68,1246.84,1100.92,-5.75,9.72,265.69,-381.96,18.12,19.56,8,High,12728.36,2117.32
77.34,9,6.03,USA,11.43,1052.03,726.76,-12.58,4.16,269.16,-324.24,8.73,16.49,10,Low,17811.96,1092.21
124.34,12,1214.1,UK,20.28,1605.57,317.4,-8.62,7.14,265.27,-268.83,18.48,20.99,10,Low,24494.96,614.14
117.7,9,7.44,USA,-3.3,1274.77,854.3,-11.99,2.16,366.51,-209.91,15.57,18.06,10,Medium,33978.26,100.51
108.23,9,864.42,USA,1.53,1352.36,478.92,-12.04,2.02,268.94,-390.57,9.63,19.75,14,Low,51201.6,2148.72
86.56,9,0.09,Rest,-9.78,1443.97,723.32,-9.37,4.82,287.17,-399.12,12.06,20.76,4,Low,4568.94,261.32
105.13,6,2.13,Rest,-4.8,1230.71,1828.54,-10.59,15.66,257.8,-339.81,6.57,20.87,6,Low,16795.8,288.54
43.64,15,0.57,USA,-7.92,1237.04,1016.44,-5.98,19.5,274.19,-285.96,14.19,16.13,12,Low,13887.64,2929.19
104.55,12,33.63,Europe,-10.08,1191.42,1080,-10.97,6.94,162,-439.59,19.14,20.48,10,Low,14427.56,2314.75
67.38,21,0.18,USA,-24.45,1377.63,1594,-7.26,21.28,241.25,-225.87,7.02,23.57,10,Low,7500.3,0
131.32,9,1.89,Europe,-21.06,1187.5,1359.36,-11.02,6.32,239.45,-392.49,8.61,20.21,2,Low,12548.66,0
103.03,12,1.92,USA,-27.54,1403.46,1000.34,-4.42,5,301.98,-314.28,28.74,12.1,4,High,28329.1,1555.64
84.88,15,3.09,Europe,-9.09,1223.67,1581.5,-9.76,7.1,277.68,-373.83,15.72,16.5,6,Very low,18446.74,0
115.26,6,0.78,USA,-2.64,1882.05,1555.56,-9.86,8.6,286.86,-300.66,2.76,23.62,12,Very high,22899.74,214.25
90.76,12,11.19,Europe,0.57,1517.56,886.26,-11.61,17.94,262.66,-303.54,18.9,20.14,10,Low,6187.8,2160.76
14.45,9,9.84,Europe,-6.06,1427.38,1323.46,-9.46,9.72,216.64,-301.53,2.43,23.97,14,Medium,36741.46,385.39
130.67,9,4058.73,USA,-5.13,1337.81,444.76,-16.45,9.58,299.24,-492.87,5.64,25.11,8,Very high,18955.92,3694.77
107.83,6,0,Europe,-22.53,1602.06,1248.4,-11.55,6.34,254.22,-402.21,12.03,20.91,10,Very low,19687.74,794.17
150.54,3,2335.59,USA,-19.86,1214.62,453.58,-11.28,4.92,281.94,-340.05,10.95,18.45,18,Medium,11860.4,3616.65
73.47,12,0.03,Rest,-15.81,755.24,1155.38,-5.51,5.42,278.47,-327.93,21.45,23.34,6,Low,19700.94,494.71
81.16,12,0.21,USA,-20.64,1553.31,2142.86,-9.64,1.42,318.42,-357.12,24.75,15.85,8,Medium,22363.14,1.14
75.13,21,0.9,Europe,-7.23,1652.35,752.66,-14.47,9.72,303.19,-252.39,5.88,19.4,10,High,14741.9,0
79.71,15,210.15,USA,-10.26,1099.61,1455.62,-9,7.66,273.2,-260.28,10.5,13.83,8,High,15996.28,87.17
177.32,15,34.59,USA,6.12,1235.51,2025.08,-10.98,13.02,269.05,-362.1,10.68,20.15,4,Low,30296.86,2.74
89.22,12,0.57,USA,2.19,1262.87,1223.2,-9.57,8.38,275.95,-355.62,19.53,20.76,2,Low,6880.74,549.25
90.53,9,102.6,UK,-15.54,883.13,485.1,-11.09,15.94,292.88,-393.36,2.94,20.49,10,Very high,-1065.16,2560.01
100.86,12,3.66,Europe,-7.26,1365.15,1153.52,-11.39,2.74,261.76,-341.85,6.51,18.23,8,Low,6767.18,0
126.27,9,0.03,USA,-12.24,1494.22,688.66,-11.63,2.38,303.36,-438.69,14.25,17.73,4,Very low,16642.98,599.04
80.57,6,0.09,UK,-8.82,1269.92,1137.5,-13.24,10.08,209.73,-289.5,8.67,22.58,8,Very low,14444.28,396.72
155.35,15,13.17,USA,-13.62,1350.23,659.16,-7.92,8.34,233.77,-297.87,17.07,26.91,12,High,16194.3,2459.82
96.13,15,369.51,USA,-4.44,1020.46,-1035.56,-14.13,19.24,276.65,-338.22,13.35,20.72,8,Medium,16640.14,3787.65
157.17,9,9.06,USA,-11.19,1659.13,1268.1,-12.1,23.84,267.9,-276.3,13.8,25.33,4,High,12031.84,2423.24
79.09,9,91.23,Rest,10.05,1476,888.38,-11.93,3.52,263.13,-367.17,32.4,22.1,6,High,-1156.12,810.4
82.77,9,0.24,Europe,-11.85,1010.64,1076.68,-4.6,24.1,296.89,-465.99,5.37,20.24,8,Low,2570.48,2902.33
112.4,18,34.11,Rest,-8.91,1094.12,1439.76,-5.95,4.36,306.1,-295.26,13.05,18.37,16,High,14492.52,282.37
78.81,15,0.66,Europe,9.84,1168.88,1989.82,-10.51,4.56,262.87,-425.79,13.35,27.93,2,Very high,11778.62,22.46
66.82,15,9.03,Europe,-14.64,1457.52,1013.48,-12.62,12.98,255.78,-383.19,5.34,21.43,10,Medium,24910.84,1257.68
113.13,3,0,Europe,-8.58,1475.48,2039.72,-7.88,27.36,252.92,-397.83,9.24,19.64,6,Medium,15251.58,2689.26
93.07,12,0.06,USA,-35.07,1140.07,1946.66,-13.83,6.3,277.42,-349.83,14.55,21.19,12,Low,14784.4,562.7
49.74,15,125.97,Rest,-15.99,1559.41,2644.56,-9.17,5.54,283.53,-94.23,8.61,20.71,14,Medium,11923.28,0
114.57,9,1.38,Rest,-15.81,441.17,1544.66,-13.21,34.76,254.6,-429.45,21.12,27.12,4,Very high,11589.38,3293.38
106.94,6,65.1,UK,-14.94,1256.45,519.12,-11.21,9.98,273.72,-412.32,19.95,16.96,6,Very low,24535.98,1743.61
90.77,12,67.65,Rest,-5.61,1391.5,1551.32,-10.06,9.22,404.09,-354.6,16.47,17.95,6,Medium,12961.5,236.97
111.28,3,0.48,Rest,1.17,1289.79,928.96,-13.58,21.6,299.29,-203.31,16.71,24.75,12,Medium,23133.78,1186.26
87.3,3,152.37,USA,-4.59,1242.42,910.36,-11.73,7.4,259.74,-291.72,8.1,15.63,6,Medium,21904.34,906.18
74.75,12,4.44,Europe,7.29,1108.74,457.88,-9.13,14.78,281.34,-334.05,13.86,18.79,6,Medium,30174.02,2452.13
87.72,9,0.27,Rest,-20.94,1126.05,1388.46,-12.1,9.06,249.18,-375.45,5.13,19.46,4,Very high,24519.98,425.35
119.27,12,0.03,Rest,1.5,1356.32,1008.08,-11.58,23.92,253.04,-270.78,10.02,17.79,8,Medium,16171.32,763.44
102.2,18,0,UK,0.45,1623.92,1107.96,-13.77,10.32,254.95,-433.41,13.68,20.6,4,Low,15539.3,411.2
99.15,6,15.84,Rest,0.69,1342.49,827.32,-5.44,9.58,244.85,-405.42,9.9,26.18,4,Medium,14806.3,609.84
82.35,6,3.18,UK,-14.79,1334.38,1349.86,-15.24,1.88,260.05,-244.5,2.16,18.97,8,Medium,14393.52,0
94.07,9,5.46,Europe,-1.62,2066.48,2790.1,-14.09,21.42,307.08,-141.3,11.97,25.82,14,Very low,27841.44,0
68.4,12,3.66,USA,-6.9,1255.09,906.44,-11.75,6.72,250.98,-303.6,4.92,20.53,2,Medium,-10403.36,0
114.12,18,0,Europe,2.25,1078.64,1776.06,-7.58,4.42,271.6,-592.08,4.02,21.67,16,Very low,32657.5,1909.21
105.68,9,0.33,Europe,-3.48,1496.99,1934.7,-7.88,4.02,257.49,-421.86,7.38,19.81,4,Low,16416.64,0
46.66,9,1.8,USA,-5.76,1831.08,1693.8,-13.84,37.24,278.97,-486.12,2.79,18.64,12,Medium,20290.98,3785.83
115.77,12,2.76,USA,-0,1257,1345.24,-10.05,14.78,249.3,-280.17,4.95,12.01,2,Medium,12135.28,16.59
90.93,3,870.84,Rest,5.31,1610.2,2436.98,-11.37,9,303.91,-387.69,15.72,26.78,10,High,23936.48,394.02
123.72,9,0.03,Rest,7.83,1145.75,2468.44,-12.27,13.74,278.75,-288.63,13.17,22.33,10,Very low,-1584.74,85.31
78.96,18,0,Rest,-1.86,1457.7,1208.42,-12.33,3.14,250.48,-389.31,17.19,20.05,6,High,17401.12,167.75
95.28,12,1.35,Europe,-0.9,1581.27,566.02,-15.16,1.92,314.04,-491.73,22.08,21.47,10,Very high,21938.3,2742.56
97.88,6,9.57,UK,-3.45,1410.55,-68.12,-12.59,16.56,271.74,-347.76,4.35,19.52,10,Very low,38115.4,1709.64
95.92,15,2.67,Europe,-18.57,777.88,1425.06,-10.63,2.66,188.8,-305.4,22.8,16.41,4,Medium,13157.94,176.14
125.38,9,0.27,UK,1.35,1375.48,682.48,-9.99,15.66,292.26,-403.35,15.69,21.95,12,Medium,22313.98,2391.99
114.58,9,0.12,USA,-4.59,1175.55,464.76,-8.54,3.4,286.21,-292.05,24,24.75,4,Very high,21951.66,2765.33
109.25,12,223.86,USA,-22.89,1526.24,1483.7,-10.49,21.52,280.34,-336.54,12.81,7.74,12,Very high,13864.92,3546.01
79.63,9,0.09,USA,9.93,1681.62,1561.1,-13.87,2.62,241.14,-407.82,17.46,15.42,8,Very low,14568.74,54.68
84.89,9,942.36,USA,-1.08,1780.84,1499.74,-11.13,7.24,277.32,-326.4,15.18,22.33,8,Medium,13363.18,82.44
140.29,15,27.54,USA,-7.92,1363.26,1189.98,-14.64,9.12,258.09,-302.58,16.14,13.35,4,Low,11236.54,0
112.38,12,4.38,USA,4.17,1787.27,1221.06,-10.01,1.98,275.78,-381.87,11.22,23.16,6,Low,3943.76,0
50.39,18,0.18,Europe,-4.92,1231.85,1017,-11.78,1.06,274.46,-436.62,5.91,20.29,10,Very high,15203.92,971.15
87.72,18,9.78,Rest,-2.22,1143.7,1098.22,-12.18,8.82,264.05,-230.94,18.99,20.77,10,Low,16396.94,110.44
135.56,12,101.97,Rest,-1.2,1360.83,1381.32,-7.66,7.66,288.7,-265.08,14.88,18.08,6,Low,10813.54,0
136.15,21,0.6,Rest,-10.74,1421.7,1075.78,-15.29,7.92,289.12,-194.46,9.18,21.33,16,Very low,8985.96,0
114.86,9,21987.78,Rest,-10.32,1972.57,1171.2,-15.74,7.6,355.33,-426.57,17.73,17.22,14,Very low,11774.54,412.32
83.01,21,4.05,Rest,-10.62,1656.75,1297.58,-12.09,2.72,249.35,-214.74,8.67,17.07,10,Very high,17878.4,0
30.4,12,10.2,USA,-10.26,1095.89,950.94,-10.91,12.42,279.23,-507.72,10.35,31.03,8,Very low,3961.9,3466.18
147.88,6,0.96,Europe,-3.51,1348.46,1662.16,-14.7,11,323.3,-450.27,13.74,19.23,6,Very high,19291.72,2533.83
96.64,15,1280.1,USA,-15.63,1059.92,1420.2,-6.29,8.88,439.77,-325.62,7.56,18.12,8,High,16002.78,561.66
91.46,3,0.99,Europe,-15.03,1431.6,504.6,-10.7,2.14,305.65,-289.38,7.17,15.47,4,High,17083.74,45.42
155.16,9,109.56,Europe,1.2,1421.47,429.92,-15.23,3.1,221.1,-314.01,9.99,29.99,6,High,7810,457.69
145.49,18,0.06,Europe,-18.24,1650.85,1538.32,-9.69,6.38,260.6,-307.92,10.08,19.65,8,Low,17395.88,0
102.24,15,2.88,USA,-6.06,1657.29,1729.4,-8.31,6.2,301.1,-246.75,18.99,9.84,6,Low,20110.72,0
136.64,15,69.51,USA,6.33,1516.56,889.32,-10.08,2.26,280.07,-275.82,6.72,19.09,8,Very high,19847.72,0
132.5,12,0.09,Rest,5.97,1589.39,187.38,-9.61,10.62,234.13,-459.27,14.01,26.44,8,Low,26325.52,982.4
85.45,3,201.45,UK,-13.62,1029.54,1054.04,-9.11,10.58,262.15,-332.97,27,25.18,2,Medium,10674.78,1762.76
93.94,18,202.38,UK,-13.17,1062.17,1768.7,-8.8,3.86,238.93,-325.98,15.87,14.96,12,Low,18799.62,65.57
107.18,6,0.87,Europe,5.13,1492.31,998.64,-12.27,6,268.8,-309.36,14.37,16.81,6,Very low,5015.78,0
98.3,12,0.15,Rest,-1.14,2427.61,884.16,-8.98,17.52,311.87,-138.15,5.43,20.91,14,Very high,11396.68,0
80.07,15,0.03,UK,-17.88,1931.44,776,-7.31,7.78,245.59,-366.69,21.54,19.38,8,Very high,16912.6,1073.28
112.07,3,0.21,USA,-5.82,1005.24,654.86,-8.57,6.68,267.02,-558.33,26.01,16.6,8,Low,18765,3795.19
90.16,12,2.04,UK,-11.94,1155.73,287.16,-12.68,19.36,270.22,-403.98,5.31,19.07,6,High,30360.68,2250.93
90.12,12,18.27,USA,-10.32,1606.31,1601.44,-10.25,3.82,240.64,-306.27,2.43,13.45,4,Very low,16803.1,0
124.68,0,2.55,Rest,16.86,1258.88,817.34,-9.18,5.16,259.3,-283.92,42.27,14.78,2,Very high,11976.94,1351.77
82.84,15,0.48,Rest,-14.01,1326.96,1313.5,-14.58,5.68,242.59,-290.43,5.91,19.57,8,Low,19452.94,0
43.6,9,0.15,Rest,-25.56,1571.35,1401.72,-14.36,11.3,298.77,-501.3,12.75,22.39,10,Medium,16248.48,977.69
73.7,15,0.09,Europe,1.71,1823.84,1578.66,-14.07,10.24,257.84,-304.32,6.81,25.42,4,High,23419.76,0
101.94,12,21.99,UK,-11.34,1326.56,1623.18,-15.29,1.58,322.01,-338.79,4.47,19.72,10,High,19260.42,0
118.97,12,0.21,UK,-1.89,1029.25,297.52,-6.75,11.64,287.24,-316.26,15.93,21.75,14,Very low,6967.72,1806.31
119.78,21,0.09,USA,-13.44,1514.81,1353.24,-14.52,2.74,231.89,-94.62,4.02,20.24,6,Very low,14814.4,0
93.13,18,0.27,USA,-18.48,1695.46,1215.78,-5.25,11.88,342.14,-347.61,2.94,19.71,4,Medium,9130.02,0
81.89,12,1.62,Rest,-11.31,1404.96,703.4,-9.1,6.5,313.71,-424.26,21.39,18.44,8,Very high,8406.34,1133.97
58.24,9,0.06,UK,4.35,1400.48,370.26,-10.45,12.86,307.93,-396.84,5.25,21.91,6,Very high,16594.8,1805.17
93.78,18,0.81,UK,-2.61,1843.37,685.66,-10.59,0.6,335.87,-272.25,4.32,22.91,10,Medium,17421.76,0
46.36,12,0,USA,-2.46,1279.52,1027.86,-11.54,4.56,261.33,-375.12,15.93,23.06,8,Medium,9485.04,1524.98
54.22,6,42.06,Rest,-3.96,754.83,2017.6,-11.09,5.8,207.31,-416.28,14.28,19.83,4,Medium,7694.74,486.4
124.28,6,0.06,USA,-4.2,1641.32,995.78,-10.85,10.52,151.7,-254.1,14.22,24.81,6,High,6476.86,785.02
35.77,18,29.64,UK,-16.44,1410.54,747.86,-12.67,4.34,303.15,-427.35,9.87,23.42,4,High,22073.8,487.25
137.74,0,3.36,UK,18.39,1579.54,755.12,-9.39,8.92,289.45,-387.42,8.31,19.83,4,Very high,15672.4,1486.25
55.35,12,0.03,Rest,1.2,1317.78,1234.8,-9.57,0.96,338.43,-383.58,12.18,17.2,6,Very low,17470.86,0
39.07,9,40.08,USA,-18.36,1680.93,1814.42,-8.48,7.44,314.62,-367.05,3.39,25.58,4,Very low,20471.14,0
94.96,3,196.32,USA,-14.91,1169.35,1204.68,-13.18,5.12,272.41,-295.26,18.18,32.23,18,Medium,-1118.6,3367.45
82.28,21,225.99,Europe,-3,864.51,2134.44,-12.51,3.6,258.19,-363.15,14.58,21.28,8,Medium,15661.7,0
59.14,18,2703.99,Rest,-10.71,1326.19,1198.46,-9.21,16.62,233.76,-568.44,26.88,22.01,18,Very low,17138.38,2171.56
77.15,3,15.84,Rest,-12.24,1234.66,2089.64,-13.25,3.96,298.44,-337.17,8.91,22.74,10,Medium,10630.64,133.26
131.26,12,0.03,USA,-27.42,1305.94,1067.96,-5.62,5.42,322.68,-161.82,22.56,21.09,10,Very low,16912.24,0
104.31,9,0.66,Europe,5.01,1465.75,1577.84,-11.21,2.94,323.02,-419.04,11.07,18.52,12,Very low,12494.78,51.57
146.13,9,0.12,UK,-1.56,1397.81,270.08,-11.09,4.96,295.46,-386.67,7.62,17.13,6,High,23183.76,1143.66
140.14,9,0.57,Europe,2.64,2019.7,1007.4,-10.55,8.78,285.39,-385.62,5.52,26.99,14,Low,21797.78,399.34
28.96,6,0.21,Rest,2.52,1190.29,1073.04,-6.64,7.16,328.28,-249.06,19.23,17.58,12,Very high,13227.74,814.47
133.98,15,4009.47,UK,-20.97,1475.02,1000.7,-13.63,13.48,209.7,-261.66,0.99,17.11,8,Low,10034.98,0
74.81,15,10.89,Rest,-10.74,1187.43,2356.26,-11.4,5.94,259.41,-376.41,10.35,17.59,22,High,32508.06,501.68
84.89,9,0.12,USA,-17.16,1344.95,1302.84,-7.38,19.02,251.88,-362.04,24.93,23.04,10,High,11657.34,3759.64
